city,district,date,city_detainees,district_detainees,location,lat,lon
Смоленск,Отдел полиции № 1 УМВД по городу Смоленску,24.02.2022,3,1,"Отдел полиции № 1 УМВД по городу Смоленску, Смоленск",54.77323,32.0477
Смоленск,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",24.02.2022,3,3,NA,NA,NA
Калуга,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",24.02.2022,3,3,NA,NA,NA
Владивосток,УМВД по городу Владивостоку (отдел полиции № 1),24.02.2022,3,2,"УМВД по городу Владивостоку (отдел полиции № 1), Владивосток",43.15522,131.9087
Тольятти,Отдел полиции № 24,24.02.2022,2,2,"Отдел полиции № 24, Тольятти",53.53228,49.41202
Чебоксары,Отдел полиции № 1 УМВД по г. Чебоксары,24.02.2022,2,1,Отдел полиции № 1 УМВД по г. Чебоксары,56.12688,47.2455
Чебоксары,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,2,1,NA,NA,NA
Пущино,Отдел полиции «Пущинский»,24.02.2022,2,2,"Отдел полиции «Пущинский», Пущино",54.8275,37.62024
Ульяновск,Отдел МВД по Ленинскому району,24.02.2022,2,2,"Отдел МВД по Ленинскому району, Ульяновск",54.32838,48.39287
Ижевск,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",24.02.2022,2,2,NA,NA,NA
Йошкар-Ола,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",24.02.2022,2,2,NA,NA,NA
Коломна,УМВД России по Коломенскому городскому округу,24.02.2022,2,2,"УМВД России по Коломенскому городскому округу, Коломна",55.07339,38.78404
Самара,Отдел полиции № 4,24.02.2022,2,1,"Отдел полиции № 4, Самара",53.21078,50.1445
Самара,Отдел полиции № 5,24.02.2022,2,1,"Отдел полиции № 5, Самара",53.20144,50.18793
Барнаул,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",24.02.2022,2,2,NA,NA,NA
Тула,Отдел полиции «Центральный» УМВД по г. Туле,24.02.2022,2,2,Отдел полиции «Центральный» УМВД по г. Туле,54.18882,37.62594
Череповец,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Серпухов,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Нижний Тагил,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Сестрорецк,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Прохладный,Межмуниципальный отдел МВД России «Прохладненский»,24.02.2022,1,1,"Межмуниципальный отдел МВД России «Прохладненский», Прохладный",55.56464,37.46548
Элиста,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Улан-Удэ,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",24.02.2022,1,2,NA,NA,NA
Омск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Тверь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Фрязино,Отдел полиции по г. о. Фрязино МУ МВД «Щелковское»,24.02.2022,1,1,Отдел полиции по г. о. Фрязино МУ МВД «Щелковское»,55.95319,38.04048
Березовский,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Нальчик,Отдел полиции № 2 УМВД по г. Нальчик,24.02.2022,1,1,Отдел полиции № 2 УМВД по г. Нальчик,43.50574,43.63972
Курск,Отдел полиции № 1,24.02.2022,1,1,"Отдел полиции № 1, Курск",51.72317,36.18753
Кострома,УМВД России по городу Костроме,24.02.2022,1,1,"УМВД России по городу Костроме, Кострома",57.74745,41.01149
Хабаровск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Петрозаводск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Кемерово,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Евпатория,Отдел МВД по г. Евпатории,24.02.2022,1,1,Отдел МВД по г. Евпатории,55.76474,37.61154
Пятигорск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",24.02.2022,1,1,NA,NA,NA
Железноводск,Отдел МВД по г. Железноводску,24.02.2022,1,1,Отдел МВД по г. Железноводску,44.14848,43.00823
Ярославль,Отдел МВД России по Кировскому городскому району,24.02.2022,1,1,"Отдел МВД России по Кировскому городскому району, Ярославль",57.62253,39.88211
Дубна,Отдел МВД по г. о. Дубна,24.02.2022,1,1,Отдел МВД по г. о. Дубна,56.74933,37.20401
Москва,ОМВД России по Даниловскому району г. Москвы,25.02.2022,279,2,ОМВД России по Даниловскому району г. Москвы,55.7044,37.65522
Москва,ОМВД России по району Таганский г. Москвы,25.02.2022,279,1,ОМВД России по району Таганский г. Москвы,55.73482,37.68153
Москва,ОМВД России по району Таганский г. Москвы,25.02.2022,279,1,ОМВД России по району Таганский г. Москвы,55.73482,37.68153
Москва,Отдел МВД России по Нижегородскому району,25.02.2022,279,18,"Отдел МВД России по Нижегородскому району, Москва",55.73482,37.68153
Москва,ОМВД Алексеевский,25.02.2022,279,27,"ОМВД Алексеевский, Москва",55.80824,37.64391
Москва,Отдел МВД России по району Дорогомилово г. Москвы,25.02.2022,279,3,Отдел МВД России по району Дорогомилово г. Москвы,55.7429,37.5288
Москва,Отдел МВД России по району Хорошево-Мневники г. Москвы,25.02.2022,279,19,Отдел МВД России по району Хорошево-Мневники г. Москвы,55.79041,37.4642
Москва,ОМВД Марьина Роща,25.02.2022,279,15,"ОМВД Марьина Роща, Москва",55.78899,37.61786
Москва,Отдел МВД России по району Китай-город г. Москвы,25.02.2022,279,4,Отдел МВД России по району Китай-город г. Москвы,55.7685,37.63139
Москва,ОМВД России по району Ясенево г. Москвы,25.02.2022,279,3,ОМВД России по району Ясенево г. Москвы,55.6096,37.51387
Москва,ОМВД России по району Зюзино г. Москвы,25.02.2022,279,4,ОМВД России по району Зюзино г. Москвы,55.63988,37.59078
Москва,Отдел МВД России по району Арбат г. Москвы,25.02.2022,279,4,Отдел МВД России по району Арбат г. Москвы,55.74781,37.58908
Москва,Отдел МВД России по району Измайлово г. Москвы,25.02.2022,279,32,Отдел МВД России по району Измайлово г. Москвы,55.79829,37.79737
Москва,ОМВД Медведково Южное,25.02.2022,279,1,"ОМВД Медведково Южное, Москва",55.87144,37.66158
Москва,ОМВД России по Нагорному району г. Москвы,25.02.2022,279,13,ОМВД России по Нагорному району г. Москвы,55.64461,37.60675
Москва,Отдел МВД России по району Некрасовка,25.02.2022,279,1,"Отдел МВД России по району Некрасовка, Москва",55.70751,37.93009
Москва,Отдел МВД по Гагаринскому району,25.02.2022,279,11,"Отдел МВД по Гагаринскому району, Москва",55.6973,37.55717
Москва,ОМВД России по Войковскому району,25.02.2022,279,9,"ОМВД России по Войковскому району, Москва",55.82154,37.50198
Москва,ОМВД России по району Савеловский г. Москвы,25.02.2022,279,15,ОМВД России по району Савеловский г. Москвы,55.79352,37.57493
Москва,Отдел МВД России по району Печатники,25.02.2022,279,15,"Отдел МВД России по району Печатники, Москва",55.68012,37.70107
Москва,ОМВД России по району Тверской г. Москвы,25.02.2022,279,6,ОМВД России по району Тверской г. Москвы,55.76997,37.61325
Москва,ОМВД России по Пресненскому району г. Москвы,25.02.2022,279,1,ОМВД России по Пресненскому району г. Москвы,55.76062,37.5423
Москва,Отдел МВД России по району Измайлово Восточное г. Москвы,25.02.2022,279,12,Отдел МВД России по району Измайлово Восточное г. Москвы,55.79193,37.81581
Москва,ОМВД России по району Фили-Давыдково г. Москвы,25.02.2022,279,1,ОМВД России по району Фили-Давыдково г. Москвы,55.74648,37.4272
Москва,ОМВД России по району Проспект Вернадского г. Москвы,25.02.2022,279,11,ОМВД России по району Проспект Вернадского г. Москвы,55.67482,37.49531
Москва,ОМВД России по району Филевский парк г. Москвы,25.02.2022,279,1,ОМВД России по району Филевский парк г. Москвы,55.74642,37.50365
Москва,ОМВД Медведково Северное,25.02.2022,279,1,"ОМВД Медведково Северное, Москва",55.88947,37.65488
Москва,Отдел МВД России по району Марьино,25.02.2022,279,14,"Отдел МВД России по району Марьино, Москва",55.66987,37.75103
Москва,Отдел МВД России по району Северное Тушино г. Москвы,25.02.2022,279,13,Отдел МВД России по району Северное Тушино г. Москвы,55.86016,37.43437
Москва,Отдел МВД России по району Выхино-Жулебино г. Москвы,25.02.2022,279,10,Отдел МВД России по району Выхино-Жулебино г. Москвы,55.70563,37.80769
Москва,"Задержаны, но пока неизвестно, в каких отделах находятся: 28",25.02.2022,279,28,NA,NA,NA
Санкт-Петербург,Отдел полиции № 77 Адмиралтейского района г. Санкт-Петербурга,25.02.2022,250,1,Отдел полиции № 77 Адмиралтейского района г. Санкт-Петербурга,59.90985,30.28225
Санкт-Петербург,Отдел полиции № 80 Колпинского района г. Санкт-Петербурга,25.02.2022,250,7,Отдел полиции № 80 Колпинского района г. Санкт-Петербурга,59.73741,30.61865
Санкт-Петербург,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,25.02.2022,250,35,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,59.73695,30.40553
Санкт-Петербург,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,25.02.2022,250,35,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,59.73695,30.40553
Санкт-Петербург,Отдел полиции № 4 Пушкинского района г. Санкт-Петербурга,25.02.2022,250,5,Отдел полиции № 4 Пушкинского района г. Санкт-Петербурга,59.73695,30.40553
Санкт-Петербург,Отдел МВД по Курортному району г. Санкт-Петербурга,25.02.2022,250,45,Отдел МВД по Курортному району г. Санкт-Петербурга,60.18823,29.80873
Санкт-Петербург,Отдел полиции № 74 Красносельского района г. Санкт-Петербурга,25.02.2022,250,45,Отдел полиции № 74 Красносельского района г. Санкт-Петербурга,59.86502,30.18016
Санкт-Петербург,Отдел полиции № 39 Колпинского района г. Санкт-Петербурга,25.02.2022,250,10,Отдел полиции № 39 Колпинского района г. Санкт-Петербурга,59.81182,30.57789
Санкт-Петербург,Отдел полиции № 16 Василеостровского района г. Санкт-Петербурга,25.02.2022,250,18,Отдел полиции № 16 Василеостровского района г. Санкт-Петербурга,59.93303,30.27224
Санкт-Петербург,Отдел полиции № 52 Красногвардейского района г. Санкт-Петербурга,25.02.2022,250,8,Отдел полиции № 52 Красногвардейского района г. Санкт-Петербурга,59.93166,30.4194
Санкт-Петербург,Отдел полиции № 2 Адмиралтейского района г. Санкт-Петербурга,25.02.2022,250,23,Отдел полиции № 2 Адмиралтейского района г. Санкт-Петербурга,59.92219,30.30659
Санкт-Петербург,Отдел полиции № 32 Невского района г. Санкт-Петербурга,25.02.2022,250,1,Отдел полиции № 32 Невского района г. Санкт-Петербурга,59.8559,30.47253
Санкт-Петербург,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,25.02.2022,250,9,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,59.87766,29.85881
Санкт-Петербург,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,25.02.2022,250,9,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,59.87766,29.85881
Санкт-Петербург,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,25.02.2022,250,6,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,59.73548,30.58887
Санкт-Петербург,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,25.02.2022,250,6,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,59.73548,30.58887
Санкт-Петербург,Отдел полиции № 66 Красногвардейского района г. Санкт-Петербурга,25.02.2022,250,10,Отдел полиции № 66 Красногвардейского района г. Санкт-Петербурга,59.97714,30.42703
Санкт-Петербург,Отдел полиции № 26 по Красногвардейскому району г. Санкт-Петербурга,25.02.2022,250,12,Отдел полиции № 26 по Красногвардейскому району г. Санкт-Петербурга,59.96174,30.48647
Санкт-Петербург,Отдел полиции № 13 Красногвардейского района г. Санкт-Петербурга,25.02.2022,250,10,Отдел полиции № 13 Красногвардейского района г. Санкт-Петербурга,59.94142,30.48794
Санкт-Петербург,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,25.02.2022,250,1,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,59.92033,30.33995
Санкт-Петербург,Отдел полиции № 25 Приморского района г. Санкт-Петербурга,25.02.2022,250,1,Отдел полиции № 25 Приморского района г. Санкт-Петербурга,59.99029,30.20835
Санкт-Петербург,Отдел полиции № 1 Адмиралтейского района г. Санкт-Петербурга,25.02.2022,250,6,Отдел полиции № 1 Адмиралтейского района г. Санкт-Петербурга,59.93244,30.29893
Санкт-Петербург,Отдел МВД по Колпинскому району г. Санкт-Петербурга,25.02.2022,250,1,Отдел МВД по Колпинскому району г. Санкт-Петербурга,59.73548,30.58887
Санкт-Петербург,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,25.02.2022,250,1,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,59.99433,29.76441
Санкт-Петербург,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,25.02.2022,250,2,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,59.93111,30.37487
Санкт-Петербург,"Задержаны, но пока неизвестно, в каких отделах находятся: 11",25.02.2022,250,11,NA,NA,NA
Новосибирск,Отдел полиции № 10 «Советский»,25.02.2022,21,15,"Отдел полиции № 10 «Советский», Новосибирск",54.85858,83.09814
Новосибирск,"Задержаны, но пока неизвестно, в каких отделах находятся: 6",25.02.2022,21,6,NA,NA,NA
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,25.02.2022,12,14,"Отдел полиции № 5 УМВД по Нижнему Новгороду, Нижний Новгород",56.33012,43.99134
Екатеринбург,Отдел полиции № 11 УМВД по городу Екатеринбургу,25.02.2022,10,3,"Отдел полиции № 11 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832
Екатеринбург,Отдел полиции № 5 УМВД по городу Екатеринбургу,25.02.2022,10,1,"Отдел полиции № 5 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832
Екатеринбург,Отдел полиции № 9 УМВД по городу Екатеринбургу,25.02.2022,10,1,"Отдел полиции № 9 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 5",25.02.2022,10,5,NA,NA,NA
Пушкин,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,25.02.2022,9,11,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,59.73695,30.40553
Пушкин,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,25.02.2022,9,11,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,59.73695,30.40553
Пермь,Отдел полиции № 7 (дисл. Свердловский р-н) УМВД по г. Перми,25.02.2022,5,4,Отдел полиции № 7 (дисл. Свердловский р-н) УМВД по г. Перми,57.99903,56.24249
Пермь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,5,1,NA,NA,NA
Саратов,Отдел полиции № 1 в составе УМВД по городу Саратову (Волжский район),25.02.2022,3,3,"Отдел полиции № 1 в составе УМВД по городу Саратову (Волжский район), Саратов",51.52664,46.03682
Воронеж,Отдел полиции № 6 УМВД по городу Воронежу (Центральный район),25.02.2022,3,2,"Отдел полиции № 6 УМВД по городу Воронежу (Центральный район), Воронеж",51.6737,39.20625
Воронеж,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,3,1,NA,NA,NA
Иркутск,Отдел полиции № 7 УМВД по г. Иркутску,25.02.2022,3,2,Отдел полиции № 7 УМВД по г. Иркутску,52.2749,104.3199
Иркутск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,3,1,NA,NA,NA
Омск,Отдел полиции № 10 УМВД по г. Омску,25.02.2022,3,1,Отдел полиции № 10 УМВД по г. Омску,54.98684,73.37965
Омск,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",25.02.2022,3,2,NA,NA,NA
Казань,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",25.02.2022,3,3,NA,NA,NA
Архангельск,Отдел полиции № 3 (по обслуживанию Ломоносовского округа г. Архангельска),25.02.2022,3,3,Отдел полиции № 3 (по обслуживанию Ломоносовского округа г. Архангельска),64.53122181,40.55712398
Мурманск,Отдел полиции № 1 УМВД по городу Мурманску,25.02.2022,2,1,"Отдел полиции № 1 УМВД по городу Мурманску, Мурманск",68.96289,33.0691
Мурманск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,2,1,NA,NA,NA
Улан-Удэ,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",25.02.2022,2,2,NA,NA,NA
Волгоград,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",25.02.2022,2,2,NA,NA,NA
Октябрьский,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",25.02.2022,2,2,NA,NA,NA
Кемерово,Отдел полиции «Центральный» УМВД по г. Кемерово,25.02.2022,1,1,Отдел полиции «Центральный» УМВД по г. Кемерово,55.36078,86.07205
Ставрополь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,1,1,NA,NA,NA
Астрахань,УМВД России по г. Астрахани,25.02.2022,1,1,УМВД России по г. Астрахани,46.35335,48.0386
Курган,Отдел полиции № 1 УМВД по г. Кургану,25.02.2022,1,1,Отдел полиции № 1 УМВД по г. Кургану,55.44414,65.35869
Симферополь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,1,1,NA,NA,NA
Тверь,Отдел полиции Центральный УМВД по городу Твери,25.02.2022,1,1,"Отдел полиции Центральный УМВД по городу Твери, Тверь",56.84643,35.90852
Уяр,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,1,1,NA,NA,NA
Элиста,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,1,1,NA,NA,NA
Самара,Отдел полиции № 4,25.02.2022,1,1,"Отдел полиции № 4, Самара",53.21078,50.1445
Ростов-на-Дону,Отдел полиции № 3 УМВД по городу Ростову-на-Дону,25.02.2022,1,1,"Отдел полиции № 3 УМВД по городу Ростову-на-Дону, Ростов-на-Дону",47.22495,39.71789
Рязань,Отдел полиции № 3 (по Железнодорожному району города Рязани),25.02.2022,1,1,"Отдел полиции № 3 (по Железнодорожному району города Рязани), Рязань",54.62627,39.71609
Псков,Отдел полиции № 2 УМВД по городу Пскову,25.02.2022,1,1,"Отдел полиции № 2 УМВД по городу Пскову, Псков",57.82219,28.36455
Сосновоборск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,1,1,NA,NA,NA
Петергоф,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,25.02.2022,1,1,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,59.87766,29.85881
Петергоф,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,25.02.2022,1,1,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,59.87766,29.85881
Туапсе,Отдел МВД по Туапсинскому району,25.02.2022,1,1,"Отдел МВД по Туапсинскому району, Туапсе",44.09892,39.07499
Дубна,Отдел МВД по г. о. Дубна,25.02.2022,1,1,Отдел МВД по г. о. Дубна,56.74933,37.20401
Курск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",25.02.2022,1,1,NA,NA,NA
Москва,ОМВД России по району Хамовники г. Москвы,26.02.2022,230,3,ОМВД России по району Хамовники г. Москвы,55.72544,37.56238
Москва,ОМВД Марьина Роща,26.02.2022,230,20,"ОМВД Марьина Роща, Москва",55.78899,37.61786
Москва,ОМВД России по Пресненскому району г. Москвы,26.02.2022,230,11,ОМВД России по Пресненскому району г. Москвы,55.76062,37.5423
Москва,ОМВД России по району Бескудниково,26.02.2022,230,1,"ОМВД России по району Бескудниково, Москва",55.87035,37.56161
Москва,ОМВД России по району Тверской г. Москвы,26.02.2022,230,22,ОМВД России по району Тверской г. Москвы,55.76997,37.61325
Москва,ОМВД России по району Таганский г. Москвы,26.02.2022,230,10,ОМВД России по району Таганский г. Москвы,55.73482,37.68153
Москва,ОМВД России по району Таганский г. Москвы,26.02.2022,230,10,ОМВД России по району Таганский г. Москвы,55.73482,37.68153
Москва,ОМВД России по району Тропарево-Никулино г. Москва,26.02.2022,230,8,ОМВД России по району Тропарево-Никулино г. Москва,55.67482,37.49531
Москва,Отдел МВД России по району Китай-город г. Москвы,26.02.2022,230,4,Отдел МВД России по району Китай-город г. Москвы,55.7685,37.63139
Москва,Отдел МВД России по району Арбат г. Москвы,26.02.2022,230,7,Отдел МВД России по району Арбат г. Москвы,55.74781,37.58908
Москва,Отдел МВД России по Мещанскому району г. Москвы,26.02.2022,230,4,Отдел МВД России по Мещанскому району г. Москвы,55.7685,37.63139
Москва,Ломоносовский,26.02.2022,230,15,"Ломоносовский, Москва",55.6955,37.55647
Москва,ОМВД Медведково Северное,26.02.2022,230,2,"ОМВД Медведково Северное, Москва",55.88947,37.65488
Москва,Отдел МВД России по району Дорогомилово г. Москвы,26.02.2022,230,1,Отдел МВД России по району Дорогомилово г. Москвы,55.7429,37.5288
Москва,ОМВД России по району Якиманка г. Москвы,26.02.2022,230,3,ОМВД России по району Якиманка г. Москвы,55.73641,37.62014
Москва,ОМВД Ростокино,26.02.2022,230,9,"ОМВД Ростокино, Москва",55.83776,37.66508
Москва,ОМВД Отрадное,26.02.2022,230,2,"ОМВД Отрадное, Москва",55.85799,37.61839
Москва,ОМВД России по району Сокол г. Москвы,26.02.2022,230,4,ОМВД России по району Сокол г. Москвы,55.80043,37.51794
Москва,ОМВД России по району Академический г. Москвы,26.02.2022,230,19,ОМВД России по району Академический г. Москвы,55.68163,37.58746
Москва,ОМВД России по району Тимирязевский г. Москвы,26.02.2022,230,2,ОМВД России по району Тимирязевский г. Москвы,55.8112,37.58936
Москва,ОМВД России по району Ховрино г. Москвы,26.02.2022,230,1,ОМВД России по району Ховрино г. Москвы,55.87033,37.48669
Москва,ОМВД России по району Хорошевский г. Москвы,26.02.2022,230,13,ОМВД России по району Хорошевский г. Москвы,55.77941,37.53734
Москва,Отдел МВД России по Рязанскому району,26.02.2022,230,16,"Отдел МВД России по Рязанскому району, Москва",55.7165,37.74447
Москва,МО МВД России «Троицкий» г. Москвы,26.02.2022,230,2,МО МВД России «Троицкий» г. Москвы,55.76474,37.61154
Москва,ОМВД России по району Соколиная Гора г. Москвы,26.02.2022,230,15,ОМВД России по району Соколиная Гора г. Москвы,55.78532,37.7331
Москва,Хорошево-Мневники (новое здание),26.02.2022,230,1,"Хорошево-Мневники (новое здание), Москва",55.77772,37.50295
Москва,ОМВД России по району Чертаново Южное г. Москвы,26.02.2022,230,17,ОМВД России по району Чертаново Южное г. Москвы,55.60066,37.59021
Москва,ОМВД России по району Орехово-Борисово Северное г. Москвы,26.02.2022,230,1,ОМВД России по району Орехово-Борисово Северное г. Москвы,55.62586,37.72465
Москва,Отдел МВД по Ступинскому району,26.02.2022,230,1,"Отдел МВД по Ступинскому району, Москва",55.76474,37.61154
Москва,Лужники (отдел полиции по охране с/к),26.02.2022,230,3,"Лужники (отдел полиции по охране с/к), Москва",55.71947,37.55639
Москва,Отдел МВД России по Южнопортовому району,26.02.2022,230,5,"Отдел МВД России по Южнопортовому району, Москва",55.70394,37.67583
Москва,Отдел МВД России по району Марьино,26.02.2022,230,1,"Отдел МВД России по району Марьино, Москва",55.66987,37.75103
Москва,"Задержаны, но пока неизвестно, в каких отделах находятся: 8",26.02.2022,230,8,NA,NA,NA
Санкт-Петербург,Отдел полиции № 86 Приморского района г. Санкт-Петербурга,26.02.2022,126,4,Отдел полиции № 86 Приморского района г. Санкт-Петербурга,60.01035,30.2651
Санкт-Петербург,Отдел полиции № 12 Фрунзенского района г. Санкт-Петербурга,26.02.2022,126,10,Отдел полиции № 12 Фрунзенского района г. Санкт-Петербурга,59.86426,30.39881
Санкт-Петербург,Отдел полиции № 59 Выборгского района г. Санкт-Петербурга,26.02.2022,126,1,Отдел полиции № 59 Выборгского района г. Санкт-Петербурга,60.0531,30.344
Санкт-Петербург,Отдел полиции № 3 Калининского района г. Санкт-Петербурга,26.02.2022,126,23,Отдел полиции № 3 Калининского района г. Санкт-Петербурга,60.01907,30.41495
Санкт-Петербург,Отдел полиции № 18 Петроградского района г. Санкт-Петербурга,26.02.2022,126,18,Отдел полиции № 18 Петроградского района г. Санкт-Петербурга,59.9629,30.29327
Санкт-Петербург,Отдел полиции № 25 Приморского района г. Санкт-Петербурга,26.02.2022,126,3,Отдел полиции № 25 Приморского района г. Санкт-Петербурга,59.99029,30.20835
Санкт-Петербург,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,26.02.2022,126,20,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,59.99433,29.76441
Санкт-Петербург,Отдел полиции № 21 Калининского района г. Санкт-Петербурга,26.02.2022,126,1,Отдел полиции № 21 Калининского района г. Санкт-Петербурга,59.98465,30.4
Санкт-Петербург,Отдел полиции № 70 Невского района г. Санкт-Петербурга,26.02.2022,126,2,Отдел полиции № 70 Невского района г. Санкт-Петербурга,59.88335,30.45471
Санкт-Петербург,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,26.02.2022,126,1,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,59.93111,30.37487
Санкт-Петербург,Отдел полиции № 35 Приморского района г. Санкт-Петербурга,26.02.2022,126,18,Отдел полиции № 35 Приморского района г. Санкт-Петербурга,59.99489,30.28418
Санкт-Петербург,Отдел полиции № 6 Калининского района г. Санкт-Петербурга,26.02.2022,126,7,Отдел полиции № 6 Калининского района г. Санкт-Петербурга,60.019023,30.395615
Санкт-Петербург,Отдел полиции № 5 Фрунзенского района г. Санкт-Петербурга,26.02.2022,126,1,Отдел полиции № 5 Фрунзенского района г. Санкт-Петербурга,59.8739,30.38392
Санкт-Петербург,"Задержаны, но пока неизвестно, в каких отделах находятся: 7",26.02.2022,126,7,NA,NA,NA
Екатеринбург,Отдел полиции № 7 УМВД по городу Екатеринбургу,26.02.2022,69,22,"Отдел полиции № 7 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832
Екатеринбург,Отдел полиции № 1 УМВД по городу Екатеринбургу,26.02.2022,69,11,"Отдел полиции № 1 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832
Екатеринбург,Отдел полиции № 12 УМВД по городу Екатеринбургу,26.02.2022,69,10,"Отдел полиции № 12 УМВД по городу Екатеринбургу, Екатеринбург",56.78036,60.60742
Екатеринбург,Отдел полиции № 3 УМВД по городу Екатеринбургу,26.02.2022,69,1,"Отдел полиции № 3 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832
Екатеринбург,Отдел полиции № 9 УМВД по городу Екатеринбургу,26.02.2022,69,6,"Отдел полиции № 9 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 8",26.02.2022,69,8,NA,NA,NA
Иваново,Отдел полиции № 2 «Октябрьский,26.02.2022,15,7,"Отдел полиции № 2 «Октябрьский, Иваново",56.99455,40.99617
Иваново,Отдел полиции № 4 «Фрунзенский»,26.02.2022,15,2,"Отдел полиции № 4 «Фрунзенский», Иваново",55.47065,37.57259
Иваново,Отдел полиции № 1 «Ленинский»,26.02.2022,15,2,"Отдел полиции № 1 «Ленинский», Иваново",55.91326,37.76768
Иваново,"Задержаны, но пока неизвестно, в каких отделах находятся: 4",26.02.2022,15,4,NA,NA,NA
Новосибирск,Отдел полиции № 10 «Советский»,26.02.2022,13,1,"Отдел полиции № 10 «Советский», Новосибирск",54.85858,83.09814
