city,district,date,city_detainees,district_detainees,district_en,location,lat,lon,city_lon,city_lat,city_en
Санкт-Петербург,Отдел полиции № 2 Адмиралтейского района г. Санкт-Петербурга,2022-02-25,253,23,Police Department No. 2 of the Admiralty District of St. Petersburg,Отдел полиции № 2 Адмиралтейского района г. Санкт-Петербурга,59.92219,30.30659,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 32 Невского района г. Санкт-Петербурга,2022-02-25,253,1,Police Department No. 32 Nevsky District of St. Petersburg,Отдел полиции № 32 Невского района г. Санкт-Петербурга,59.8559,30.47253,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,2022-02-25,253,9,Department of the Ministry of Internal Affairs for the Petrodvortsum District of St. Petersburg,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,59.87766,29.85881,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,2022-02-25,253,6,Police Department No. 55 Kolpinsky District of St. Petersburg,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,59.73548,30.58887,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 66 Красногвардейского района г. Санкт-Петербурга,2022-02-25,253,10,Police Department No. 66 of the Krasnogvardeisky district of St. Petersburg,Отдел полиции № 66 Красногвардейского района г. Санкт-Петербурга,59.97714,30.42703,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 26 по Красногвардейскому району г. Санкт-Петербурга,2022-02-25,253,13,Police Department No. 26 in the Krasnogvardeisky District of St. Petersburg,Отдел полиции № 26 по Красногвардейскому району г. Санкт-Петербурга,59.96174,30.48647,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 13 Красногвардейского района г. Санкт-Петербурга,2022-02-25,253,10,Police Department No. 13 of the Krasnogvardeisky District of St. Petersburg,Отдел полиции № 13 Красногвардейского района г. Санкт-Петербурга,59.94142,30.48794,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,2022-02-25,253,1,Police Department No. 28 of the Central District of St. Petersburg,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,59.92033,30.33995,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 25 Приморского района г. Санкт-Петербурга,2022-02-25,253,1,Police Department No. 25 Primorsky District of St. Petersburg,Отдел полиции № 25 Приморского района г. Санкт-Петербурга,59.99029,30.20835,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 10 Невского района г. Санкт-Петербурга,2022-02-25,253,1,Police Department No. 10 Nevsky District of St. Petersburg,Отдел полиции № 10 Невского района г. Санкт-Петербурга,59.88762,30.41984,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 1 Адмиралтейского района г. Санкт-Петербурга,2022-02-25,253,6,Police Department No. 1 Admiralty District of St. Petersburg,Отдел полиции № 1 Адмиралтейского района г. Санкт-Петербурга,59.93244,30.29893,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел МВД по Колпинскому району г. Санкт-Петербурга,2022-02-25,253,1,Department of the Ministry of Internal Affairs at the Kolpinsky district of St. Petersburg,Отдел МВД по Колпинскому району г. Санкт-Петербурга,59.73548,30.58887,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,2022-02-25,253,1,Department of the Ministry of Internal Affairs for the Kronstadt District of St. Petersburg,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,59.99433,29.76441,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,2022-02-25,253,2,Police Department No. 76 of the Central District of St. Petersburg,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,59.93111,30.37487,30.36091,59.93106,St. Petersburg
Санкт-Петербург,"Задержаны, но пока неизвестно, в каких отделах находятся: 12",2022-02-25,253,12,NA,NA,NA,NA,30.36091,59.93106,St. Petersburg
Новосибирск,Отдел полиции № 10 «Советский»,2022-02-25,21,15,"Police Department No. 10 ""Soviet""","Отдел полиции № 10 «Советский», Новосибирск",54.85858,83.09814,82.89638,54.98327,Novosibirsk
Новосибирск,"Задержаны, но пока неизвестно, в каких отделах находятся: 6",2022-02-25,21,6,NA,NA,NA,NA,82.89638,54.98327,Novosibirsk
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,2022-02-25,12,14,Police Department No. 5 Ministry of Internal Affairs on Nizhny Novgorod,"Отдел полиции № 5 УМВД по Нижнему Новгороду, Нижний Новгород",56.33012,43.99134,44.00588,56.32687,Nizhny Novgorod
Екатеринбург,Отдел полиции № 11 УМВД по городу Екатеринбургу,2022-02-25,10,3,Police Department No. 11 UMVD in the city of Yekaterinburg,"Отдел полиции № 11 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832,60.64541,56.8431,Yekaterinburg
Екатеринбург,Отдел полиции № 5 УМВД по городу Екатеринбургу,2022-02-25,10,1,Police Department No. 5 Ministry of Internal Affairs in Ekaterinburg,"Отдел полиции № 5 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832,60.64541,56.8431,Yekaterinburg
Екатеринбург,Отдел полиции № 9 УМВД по городу Екатеринбургу,2022-02-25,10,1,Department of Police No. 9 UMVD in the city of Yekaterinburg,"Отдел полиции № 9 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832,60.64541,56.8431,Yekaterinburg
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 5",2022-02-25,10,5,NA,NA,NA,NA,60.64541,56.8431,Yekaterinburg
Пушкин,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,2022-02-25,9,11,Department of the Ministry of Internal Affairs for Pushkinsky District of St. Petersburg,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,59.73695,30.40553,30.406,59.71759,Pushkin
Пермь,Отдел полиции № 7 (дисл. Свердловский р-н) УМВД по г. Перми,2022-02-25,5,4,Department of Police No. 7 (District Sverdlovsky district) UMVD in Perm,Отдел полиции № 7 (дисл. Свердловский р-н) УМВД по г. Перми,57.99903,56.24249,56.22697,58.00917,Perm
Пермь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,5,1,NA,NA,NA,NA,56.22697,58.00917,Perm
Саратов,Отдел полиции № 1 в составе УМВД по городу Саратову (Волжский район),2022-02-25,3,3,Police Department No. 1 as part of the Ministry of Internal Affairs in the city of Saratov (Volzhsky district),"Отдел полиции № 1 в составе УМВД по городу Саратову (Волжский район), Саратов",51.52664,46.03682,46.01541,51.54618,Saratov
Воронеж,Отдел полиции № 6 УМВД по городу Воронежу (Центральный район),2022-02-25,3,2,Police Department No. 6 Ministry of Internal Affairs in the city of Voronezh (Central District),"Отдел полиции № 6 УМВД по городу Воронежу (Центральный район), Воронеж",51.6737,39.20625,39.19193,51.66835,Voronezh
Воронеж,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,3,1,NA,NA,NA,NA,39.19193,51.66835,Voronezh
Иркутск,Отдел полиции № 7 УМВД по г. Иркутску,2022-02-25,3,2,Police Department No. 7 UMVD in Irkutsk,Отдел полиции № 7 УМВД по г. Иркутску,52.2749,104.3199,104.289,52.28548,Irkutsk
Иркутск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,3,1,NA,NA,NA,NA,104.289,52.28548,Irkutsk
Омск,Отдел полиции № 10 УМВД по г. Омску,2022-02-25,3,1,Police Department No. 10 Umvd in Omsk,Отдел полиции № 10 УМВД по г. Омску,54.98684,73.37965,73.36452,54.99135,Omsk
Омск,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",2022-02-25,3,2,NA,NA,NA,NA,73.36452,54.99135,Omsk
Казань,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",2022-02-25,3,3,NA,NA,NA,NA,49.12333,55.78789,Kazan
Архангельск,Отдел полиции № 3 (по обслуживанию Ломоносовского округа г. Архангельска),2022-02-25,3,3,Police Department No. 3 (for servicing the Lomonosovsky District of Arkhangelsk),Отдел полиции № 3 (по обслуживанию Ломоносовского округа г. Архангельска),64.53122181,40.55712398,40.55058,64.54585,Arkhangelsk
Мурманск,Отдел полиции № 1 УМВД по городу Мурманску,2022-02-25,2,1,Police Department No. 1 Ministry of Internal Affairs in the city of Murmansk,"Отдел полиции № 1 УМВД по городу Мурманску, Мурманск",68.96289,33.0691,33.08558,68.97331,Murmansk
Мурманск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,2,1,NA,NA,NA,NA,33.08558,68.97331,Murmansk
Улан-Удэ,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",2022-02-25,2,2,NA,NA,NA,NA,107.584,51.83359,Ulan-Ude
Волгоград,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",2022-02-25,2,2,NA,NA,NA,NA,44.5133,48.70805,Volgograd
Октябрьский,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",2022-02-25,2,2,NA,NA,NA,NA,53.48954,54.4772,October
Кемерово,Отдел полиции «Центральный» УМВД по г. Кемерово,2022-02-25,1,1,"Police Department ""Central"" Ministry of Internal Affairs for the city of Kemerovo",Отдел полиции «Центральный» УМВД по г. Кемерово,55.36078,86.07205,86.06209,55.34433,Kemerovo
Ставрополь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,1,1,NA,NA,NA,NA,41.9632,45.03901,Stavropol
Астрахань,УМВД России по г. Астрахани,2022-02-25,1,1,Ministry of Internal Affairs of Russia in Astrakhan,УМВД России по г. Астрахани,46.35335,48.0386,48.05695,46.3586,Astrakhan
Курган,Отдел полиции № 1 УМВД по г. Кургану,2022-02-25,1,1,Police Department No. 1 Umvd for the city of Kurgan,Отдел полиции № 1 УМВД по г. Кургану,55.44414,65.35869,65.34932,55.45905,Kurgan
Симферополь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,1,1,NA,NA,NA,NA,105.3188,61.52401,Simferopol
Тверь,Отдел полиции Центральный УМВД по городу Твери,2022-02-25,1,1,Police Department Central Ministry of Internal Affairs in Tver City,"Отдел полиции Центральный УМВД по городу Твери, Тверь",56.84643,35.90852,35.9176,56.85872,Tver
Уяр,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,1,1,NA,NA,NA,NA,94.31155,55.80893,UYAR
Элиста,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,1,1,NA,NA,NA,NA,44.2794,46.31549,Elista
Самара,Отдел полиции № 4,2022-02-25,1,1,Police Department number 4,"Отдел полиции № 4, Самара",53.21078,50.1445,50.16064,53.20377,Samara
Ростов-на-Дону,Отдел полиции № 3 УМВД по городу Ростову-на-Дону,2022-02-25,1,1,Police Department No. 3 UMVD in the city of Rostov-on-Don,"Отдел полиции № 3 УМВД по городу Ростову-на-Дону, Ростов-на-Дону",47.22495,39.71789,39.70151,47.23571,Rostov-on-Don
Рязань,Отдел полиции № 3 (по Железнодорожному району города Рязани),2022-02-25,1,1,Police Department No. 3 (for the Railway Railway Railway),"Отдел полиции № 3 (по Железнодорожному району города Рязани), Рязань",54.62627,39.71609,39.71259,54.60954,Ryazan
Псков,Отдел полиции № 2 УМВД по городу Пскову,2022-02-25,1,1,Police Department No. 2 UMVD in the city of Pskov,"Отдел полиции № 2 УМВД по городу Пскову, Псков",57.82219,28.36455,28.33447,57.8167,Pskov
Сосновоборск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,1,1,NA,NA,NA,NA,93.34008,56.12315,Sosnovoborsk
Петергоф,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,2022-02-25,1,1,Department of the Ministry of Internal Affairs for the Petrodvortsum District of St. Petersburg,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,59.87766,29.85881,29.88518,59.8845,Peterhof
Туапсе,Отдел МВД по Туапсинскому району,2022-02-25,1,1,Department of the Ministry of Internal Affairs in the Tuapse district,"Отдел МВД по Туапсинскому району, Туапсе",44.09892,39.07499,39.07454,44.09616,Tuapse
Дубна,Отдел МВД по г. о. Дубна,2022-02-25,1,1,Department of the Ministry of Internal Affairs in the city of about. Dubna,Отдел МВД по г. о. Дубна,56.74933,37.20401,37.1669,56.73202,Dubna
Курск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-25,1,1,NA,NA,NA,NA,36.1947,51.74824,Kursk
Москва,ОМВД России по району Хамовники г. Москвы,2022-02-26,233,3,OMVD of Russia in the area of ​​Khamovnikov Moscow,ОМВД России по району Хамовники г. Москвы,55.72544,37.56238,37.6173,55.75583,Moscow
Москва,ОМВД Марьина Роща,2022-02-26,233,20,OMVD Maryina Rosch,"ОМВД Марьина Роща, Москва",55.78899,37.61786,37.6173,55.75583,Moscow
Москва,ОМВД России по Пресненскому району г. Москвы,2022-02-26,233,11,OMVD of Russia in the Presnensky district of Moscow,ОМВД России по Пресненскому району г. Москвы,55.76062,37.5423,37.6173,55.75583,Moscow
Москва,ОМВД России по району Бескудниково,2022-02-26,233,1,OMVD of Russia in the area of ​​Bescordnikovo,"ОМВД России по району Бескудниково, Москва",55.87035,37.56161,37.6173,55.75583,Moscow
Москва,ОМВД России по району Тверской г. Москвы,2022-02-26,233,22,OMVD of Russia in the district of Tver Moscow,ОМВД России по району Тверской г. Москвы,55.76997,37.61325,37.6173,55.75583,Moscow
Москва,ОМВД России по району Таганский г. Москвы,2022-02-26,233,10,OMVD of Russia for the Tagansky district of Moscow,ОМВД России по району Таганский г. Москвы,55.73482,37.68153,37.6173,55.75583,Moscow
Москва,ОМВД России по району Тропарево-Никулино г. Москва,2022-02-26,233,8,OMVD of Russia in the District Troparevo-Nikulino Moscow,ОМВД России по району Тропарево-Никулино г. Москва,55.67482,37.49531,37.6173,55.75583,Moscow
Москва,Отдел МВД России по району Китай-город г. Москвы,2022-02-26,233,4,Department of the Ministry of Internal Affairs of Russia in the district of China-city of Moscow,Отдел МВД России по району Китай-город г. Москвы,55.7685,37.63139,37.6173,55.75583,Moscow
Москва,Отдел МВД России по району Арбат г. Москвы,2022-02-26,233,7,Department of the Ministry of Internal Affairs of Russia in the Arbat district of Moscow,Отдел МВД России по району Арбат г. Москвы,55.74781,37.58908,37.6173,55.75583,Moscow
Москва,Отдел МВД России по Мещанскому району г. Москвы,2022-02-26,233,4,Department of the Ministry of Internal Affairs of Russia in the Meshchansky district of Moscow,Отдел МВД России по Мещанскому району г. Москвы,55.7685,37.63139,37.6173,55.75583,Moscow
Москва,Ломоносовский,2022-02-26,233,15,Lomonosovsky,"Ломоносовский, Москва",55.6955,37.55647,37.6173,55.75583,Moscow
Москва,ОМВД Медведково Северное,2022-02-26,233,2,OMVD Medvedkovo North,"ОМВД Медведково Северное, Москва",55.88947,37.65488,37.6173,55.75583,Moscow
Москва,Отдел МВД России по району Дорогомилово г. Москвы,2022-02-26,233,1,Department of the Ministry of Internal Affairs of Russia in the Dorogomilovo district of Moscow,Отдел МВД России по району Дорогомилово г. Москвы,55.7429,37.5288,37.6173,55.75583,Moscow
Москва,ОМВД России по району Якиманка г. Москвы,2022-02-26,233,3,OMVD of Russia in the area of ​​Yakimanka Moscow,ОМВД России по району Якиманка г. Москвы,55.73641,37.62014,37.6173,55.75583,Moscow
Москва,ОМВД Ростокино,2022-02-26,233,9,OMVD Rostokino,"ОМВД Ростокино, Москва",55.83776,37.66508,37.6173,55.75583,Moscow
Москва,ОМВД Отрадное,2022-02-26,233,2,OMVD Otradnoe,"ОМВД Отрадное, Москва",55.85799,37.61839,37.6173,55.75583,Moscow
Москва,ОМВД России по району Сокол г. Москвы,2022-02-26,233,4,OMVD of Russia in the area of ​​Sokol Moscow,ОМВД России по району Сокол г. Москвы,55.80043,37.51794,37.6173,55.75583,Moscow
Москва,ОМВД России по Даниловскому району г. Москвы,2022-02-26,233,2,OMVD of Russia in the Danilovsky district of Moscow,ОМВД России по Даниловскому району г. Москвы,55.7044,37.65522,37.6173,55.75583,Moscow
Москва,ОМВД России по району Академический г. Москвы,2022-02-26,233,19,OMVD of Russia in the area of ​​the academic Moscow,ОМВД России по району Академический г. Москвы,55.68163,37.58746,37.6173,55.75583,Moscow
Москва,ОМВД России по району Тимирязевский г. Москвы,2022-02-26,233,2,OMVD of Russia in the Timiryazevsky district of Moscow,ОМВД России по району Тимирязевский г. Москвы,55.8112,37.58936,37.6173,55.75583,Moscow
Москва,ОМВД России по району Ховрино г. Москвы,2022-02-26,233,1,OMVD of Russia in the Khovrino district of Moscow,ОМВД России по району Ховрино г. Москвы,55.87033,37.48669,37.6173,55.75583,Moscow
Москва,ОМВД России по району Хорошевский г. Москвы,2022-02-26,233,13,OMVD of Russia in the district of Khoroshevsky Moscow,ОМВД России по району Хорошевский г. Москвы,55.77941,37.53734,37.6173,55.75583,Moscow
Москва,Отдел МВД России по Рязанскому району,2022-02-26,233,16,Department of the Ministry of Internal Affairs of Russia for Ryazan District,"Отдел МВД России по Рязанскому району, Москва",55.7165,37.74447,37.6173,55.75583,Moscow
Москва,МО МВД России «Троицкий» г. Москвы,2022-02-26,233,2,"MO Ministry of Internal Affairs of Russia ""Troitsky"" of Moscow",МО МВД России «Троицкий» г. Москвы,55.76474,37.61154,37.6173,55.75583,Moscow
Москва,ОМВД России по району Соколиная Гора г. Москвы,2022-02-26,233,15,OMVD of Russia in the area of ​​Sokolina Mountain in Moscow,ОМВД России по району Соколиная Гора г. Москвы,55.78532,37.7331,37.6173,55.75583,Moscow
Москва,ОМВД России по району Чертаново Центральное г. Москвы,2022-02-26,233,1,OMVD of Russia in the area of ​​Chertanovo Central Moscow,ОМВД России по району Чертаново Центральное г. Москвы,55.6187,37.59461,37.6173,55.75583,Moscow
Москва,Хорошево-Мневники (новое здание),2022-02-26,233,1,Honest Museum (New Building),"Хорошево-Мневники (новое здание), Москва",55.77772,37.50295,37.6173,55.75583,Moscow
Москва,ОМВД России по району Чертаново Южное г. Москвы,2022-02-26,233,17,OMVD of Russia in the area of ​​Chertanovo South Moscow,ОМВД России по району Чертаново Южное г. Москвы,55.60066,37.59021,37.6173,55.75583,Moscow
Москва,ОМВД России по району Орехово-Борисово Северное г. Москвы,2022-02-26,233,1,OMVD of Russia in the area of ​​Orekhovo-Borisovo North Moscow,ОМВД России по району Орехово-Борисово Северное г. Москвы,55.62586,37.72465,37.6173,55.75583,Moscow
Москва,Отдел МВД по Ступинскому району,2022-02-26,233,1,Department of the Ministry of Internal Affairs in the Stupinsky district,"Отдел МВД по Ступинскому району, Москва",55.76474,37.61154,37.6173,55.75583,Moscow
Москва,Лужники (отдел полиции по охране с/к),2022-02-26,233,3,Luzhniki (Police Department with / K),"Лужники (отдел полиции по охране с/к), Москва",55.71947,37.55639,37.6173,55.75583,Moscow
Москва,Отдел МВД России по Южнопортовому району,2022-02-26,233,5,Department of the Ministry of Internal Affairs of Russia in the South-Purpose District,"Отдел МВД России по Южнопортовому району, Москва",55.70394,37.67583,37.6173,55.75583,Moscow
Москва,Отдел МВД России по району Марьино,2022-02-26,233,1,Department of the Ministry of Internal Affairs of Russia in the area of ​​Marino,"Отдел МВД России по району Марьино, Москва",55.66987,37.75103,37.6173,55.75583,Moscow
Москва,"Задержаны, но пока неизвестно, в каких отделах находятся: 9",2022-02-26,233,9,NA,NA,NA,NA,37.6173,55.75583,Moscow
Санкт-Петербург,Отдел полиции № 86 Приморского района г. Санкт-Петербурга,2022-02-26,126,4,Police Department No. 86 Primorsky District of St. Petersburg,Отдел полиции № 86 Приморского района г. Санкт-Петербурга,60.01035,30.2651,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 12 Фрунзенского района г. Санкт-Петербурга,2022-02-26,126,10,Police Department No. 12 of Frunzensky District of St. Petersburg,Отдел полиции № 12 Фрунзенского района г. Санкт-Петербурга,59.86426,30.39881,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 59 Выборгского района г. Санкт-Петербурга,2022-02-26,126,1,Police Department No. 59 Vyborg district of St. Petersburg,Отдел полиции № 59 Выборгского района г. Санкт-Петербурга,60.0531,30.344,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 3 Калининского района г. Санкт-Петербурга,2022-02-26,126,23,Police Department No. 3 Kalininsky District of St. Petersburg,Отдел полиции № 3 Калининского района г. Санкт-Петербурга,60.01907,30.41495,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 18 Петроградского района г. Санкт-Петербурга,2022-02-26,126,18,Police Department No. 18 Petrogradsky District of St. Petersburg,Отдел полиции № 18 Петроградского района г. Санкт-Петербурга,59.9629,30.29327,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 25 Приморского района г. Санкт-Петербурга,2022-02-26,126,3,Police Department No. 25 Primorsky District of St. Petersburg,Отдел полиции № 25 Приморского района г. Санкт-Петербурга,59.99029,30.20835,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,2022-02-26,126,20,Department of the Ministry of Internal Affairs for the Kronstadt District of St. Petersburg,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,59.99433,29.76441,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 21 Калининского района г. Санкт-Петербурга,2022-02-26,126,1,Police Department No. 21 Kalininsky District of St. Petersburg,Отдел полиции № 21 Калининского района г. Санкт-Петербурга,59.98465,30.4,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 70 Невского района г. Санкт-Петербурга,2022-02-26,126,2,Police Department No. 70 Nevsky District of St. Petersburg,Отдел полиции № 70 Невского района г. Санкт-Петербурга,59.88335,30.45471,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,2022-02-26,126,1,Police Department No. 76 of the Central District of St. Petersburg,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,59.93111,30.37487,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 35 Приморского района г. Санкт-Петербурга,2022-02-26,126,18,Police Department No. 35 Primorsky District of St. Petersburg,Отдел полиции № 35 Приморского района г. Санкт-Петербурга,59.99489,30.28418,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 6 Калининского района г. Санкт-Петербурга,2022-02-26,126,7,Police Department No. 6 Kalininsky District of St. Petersburg,Отдел полиции № 6 Калининского района г. Санкт-Петербурга,60.019023,30.395615,30.36091,59.93106,St. Petersburg
Санкт-Петербург,Отдел полиции № 5 Фрунзенского района г. Санкт-Петербурга,2022-02-26,126,1,Police Department No. 5 of Frunzensky District of St. Petersburg,Отдел полиции № 5 Фрунзенского района г. Санкт-Петербурга,59.8739,30.38392,30.36091,59.93106,St. Petersburg
Санкт-Петербург,"Задержаны, но пока неизвестно, в каких отделах находятся: 8",2022-02-26,126,8,NA,NA,NA,NA,30.36091,59.93106,St. Petersburg
Екатеринбург,Отдел полиции № 7 УМВД по городу Екатеринбургу,2022-02-26,69,22,Department of Police No. 7 Ministry of Internal Affairs in Ekaterinburg,"Отдел полиции № 7 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832,60.64541,56.8431,Yekaterinburg
Екатеринбург,Отдел полиции № 1 УМВД по городу Екатеринбургу,2022-02-26,69,11,Department of Police No. 1 Ministry of Internal Affairs in Ekaterinburg,"Отдел полиции № 1 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832,60.64541,56.8431,Yekaterinburg
Екатеринбург,Отдел полиции № 12 УМВД по городу Екатеринбургу,2022-02-26,69,10,Police Department No. 12 UMVD in the city of Yekaterinburg,"Отдел полиции № 12 УМВД по городу Екатеринбургу, Екатеринбург",56.78036,60.60742,60.64541,56.8431,Yekaterinburg
Екатеринбург,Отдел полиции № 3 УМВД по городу Екатеринбургу,2022-02-26,69,1,Department of Police No. 3 UMVD in the city of Yekaterinburg,"Отдел полиции № 3 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832,60.64541,56.8431,Yekaterinburg
Екатеринбург,Отдел полиции № 9 УМВД по городу Екатеринбургу,2022-02-26,69,6,Department of Police No. 9 UMVD in the city of Yekaterinburg,"Отдел полиции № 9 УМВД по городу Екатеринбургу, Екатеринбург",56.81432,60.5832,60.64541,56.8431,Yekaterinburg
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 9",2022-02-26,69,9,NA,NA,NA,NA,60.64541,56.8431,Yekaterinburg
Иваново,Отдел полиции № 2 «Октябрьский,2022-02-26,15,7,"Police Department No. 2 ""Oktyabrsky","Отдел полиции № 2 «Октябрьский, Иваново",56.99455,40.99617,40.97665,57.00507,Ivanovo
Иваново,Отдел полиции № 4 «Фрунзенский»,2022-02-26,15,2,"Police Department No. 4 ""Frunzensky""","Отдел полиции № 4 «Фрунзенский», Иваново",55.47065,37.57259,40.97665,57.00507,Ivanovo
Иваново,Отдел полиции № 1 «Ленинский»,2022-02-26,15,2,"Police Department No. 1 ""Leninsky""","Отдел полиции № 1 «Ленинский», Иваново",55.91326,37.76768,40.97665,57.00507,Ivanovo
Иваново,"Задержаны, но пока неизвестно, в каких отделах находятся: 4",2022-02-26,15,4,NA,NA,NA,NA,40.97665,57.00507,Ivanovo
Новосибирск,Отдел полиции № 10 «Советский»,2022-02-26,13,1,"Police Department No. 10 ""Soviet""","Отдел полиции № 10 «Советский», Новосибирск",54.85858,83.09814,82.89638,54.98327,Novosibirsk
Новосибирск,Отдел полиции № 1 «Центральный»,2022-02-26,13,6,"Police Department No. 1 ""Central""","Отдел полиции № 1 «Центральный», Новосибирск",55.04404,82.92045,82.89638,54.98327,Novosibirsk
Новосибирск,Отдел полиции № 6 «Октябрьский»,2022-02-26,13,5,"Police Department No. 6 ""Oktyabrsky""","Отдел полиции № 6 «Октябрьский», Новосибирск",55.00933,82.95998,82.89638,54.98327,Novosibirsk
Новосибирск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-26,13,1,NA,NA,NA,NA,82.89638,54.98327,Novosibirsk
Воронеж,Отдел полиции № 6 УМВД по городу Воронежу (Центральный район),2022-02-26,10,10,Police Department No. 6 Ministry of Internal Affairs in the city of Voronezh (Central District),"Отдел полиции № 6 УМВД по городу Воронежу (Центральный район), Воронеж",51.6737,39.20625,39.19193,51.66835,Voronezh
Пермь,Отдел полиции № 7 (дисл. Свердловский р-н) УМВД по г. Перми,2022-02-26,7,1,Department of Police No. 7 (District Sverdlovsky district) UMVD in Perm,Отдел полиции № 7 (дисл. Свердловский р-н) УМВД по г. Перми,57.99903,56.24249,56.22697,58.00917,Perm
Пермь,Отдел полиции № 6 (дисл. Ленинский р-н) УМВД по г. Перми,2022-02-26,7,4,Police Department No. 6 (Leninsky District) Umvd in Perm,Отдел полиции № 6 (дисл. Ленинский р-н) УМВД по г. Перми,58.01358,56.25538,56.22697,58.00917,Perm
Пермь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-02-26,7,1,NA,NA,NA,NA,56.22697,58.00917,Perm
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,2022-02-26,7,5,Police Department No. 5 Ministry of Internal Affairs on Nizhny Novgorod,"Отдел полиции № 5 УМВД по Нижнему Новгороду, Нижний Новгород",56.33012,43.99134,44.00588,56.32687,Nizhny Novgorod
Нижний Новгород,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",2022-02-26,7,2,NA,NA,NA,NA,44.00588,56.32687,Nizhny Novgorod
